Country,Year,Production
Ukraine,1998,32.06
Ukraine,1999,32.02
Ukraine,2000,31.169999999999998
Ukraine,2001,28.200000000000003
Ukraine,2002,32.29
Ukraine,2003,34.19
Ukraine,2004,38.730000000000004
Ukraine,2005,37.91
Ukraine,2006,41.53
Ukraine,2007,44.85
Ukraine,2008,51.07
Ukraine,2009,48.400000000000006
Ukraine,2010,49.07
Ukraine,2011,48.96
Ukraine,2012,54.03
Ukraine,2013,54.739999999999995
United Arab Emirates,1991,77.57999999999998
United Arab Emirates,1992,67.72999999999999
United Arab Emirates,1993,72.18
United Arab Emirates,1994,82.38
United Arab Emirates,1995,89.68
United Arab Emirates,1996,91.52000000000001
United Arab Emirates,1997,77.57000000000001
United Arab Emirates,1998,80.39
United Arab Emirates,1999,81.58000000000001
United Arab Emirates,2000,72.97
United Arab Emirates,2001,74.78
United Arab Emirates,2002,90.30000000000001
United Arab Emirates,2003,99.94
United Arab Emirates,2004,73.97
United Arab Emirates,2005,68.86
United Arab Emirates,2006,67.85
United Arab Emirates,2007,79.78
United Arab Emirates,2008,79.68
United Arab Emirates,2009,63.87
United Arab Emirates,2010,54.15
United Arab Emirates,2011,55.61
United Arab Emirates,2012,58.22
United Arab Emirates,2013,58.7
United Kingdom,1991,72.52000000000001
United Kingdom,1992,75.63
United Kingdom,1993,72.24000000000001
United Kingdom,1994,73.69
United Kingdom,1995,73.5
United Kingdom,1996,73.15
United Kingdom,1997,73.28999999999999
United Kingdom,1998,76.31
United Kingdom,1999,75.98
United Kingdom,2000,77.07
United Kingdom,2001,78.46000000000001
United Kingdom,2002,79.23
United Kingdom,2003,82.92
United Kingdom,2004,84.94
United Kingdom,2005,83.52
United Kingdom,2006,85.71000000000001
United Kingdom,2007,85.13
United Kingdom,2008,81.5
United Kingdom,2009,80.78
United Kingdom,2010,81.05
United Kingdom,2011,82.46000000000001
United Kingdom,2012,82.9
United Kingdom,2013,81.49
United Republic of Tanzania,1991,10.75
United Republic of Tanzania,1992,10.649999999999999
United Republic of Tanzania,1993,10.700000000000001
United Republic of Tanzania,1994,10.360000000000001
United Republic of Tanzania,1995,11.42
United Republic of Tanzania,1996,9.34
United Republic of Tanzania,1997,9.21
United Republic of Tanzania,1998,9.260000000000002
United Republic of Tanzania,1999,11.05
United Republic of Tanzania,2000,9.969999999999999
United Republic of Tanzania,2001,8.600000000000001
United Republic of Tanzania,2002,8.6
United Republic of Tanzania,2003,8.629999999999999
United Republic of Tanzania,2004,8.55
United Republic of Tanzania,2005,9.01
United Republic of Tanzania,2006,8.809999999999999
United Republic of Tanzania,2007,8.16
United Republic of Tanzania,2008,8.85
United Republic of Tanzania,2009,8.79
United Republic of Tanzania,2010,9.07
United Republic of Tanzania,2011,9.74
United Republic of Tanzania,2012,9.92
United Republic of Tanzania,2013,10.0
United States of America,1991,114.28
United States of America,1992,117.41
United States of America,1993,116.47999999999999
United States of America,1994,119.0
United States of America,1995,118.13
United States of America,1996,117.85
United States of America,1997,116.88
United States of America,1998,120.4
United States of America,1999,123.82000000000001
United States of America,2000,121.68
United States of America,2001,120.78
United States of America,2002,124.39
United States of America,2003,123.17000000000002
United States of America,2004,125.77000000000001
United States of America,2005,125.30000000000001
United States of America,2006,125.53999999999999
United States of America,2007,125.47
United States of America,2008,122.61
United States of America,2009,118.71000000000001
United States of America,2010,118.82
United States of America,2011,116.28999999999999
United States of America,2012,114.91
United States of America,2013,115.13
Uruguay,1991,92.98
Uruguay,1992,94.24000000000001
Uruguay,1993,97.18
Uruguay,1994,99.96000000000001
Uruguay,1995,84.99000000000001
Uruguay,1996,88.41999999999999
Uruguay,1997,85.43
Uruguay,1998,87.91
Uruguay,1999,88.73
Uruguay,2000,78.76
Uruguay,2001,86.36
Uruguay,2002,78.95
Uruguay,2003,59.33
Uruguay,2004,62.260000000000005
Uruguay,2005,57.47
Uruguay,2006,59.57
Uruguay,2007,60.48
Uruguay,2008,75.3
Uruguay,2009,70.13000000000001
Uruguay,2010,75.15
Uruguay,2011,76.05999999999999
Uruguay,2012,70.26
Uruguay,2013,82.30000000000001
USSR,1991,66.19
USSR,1992,0.0
USSR,1993,0.0
USSR,1994,0.0
USSR,1995,0.0
USSR,1996,0.0
USSR,1997,0.0
USSR,1998,0.0
USSR,1999,0.0
USSR,2000,0.0
USSR,2001,0.0
USSR,2002,0.0
USSR,2003,0.0
USSR,2004,0.0
USSR,2005,0.0
USSR,2006,0.0
USSR,2007,0.0
USSR,2008,0.0
USSR,2009,0.0
USSR,2010,0.0
USSR,2011,0.0
USSR,2012,0.0
USSR,2013,0.0
Uzbekistan,1991,0.0
Uzbekistan,1992,24.499999999999996
Uzbekistan,1993,24.03
Uzbekistan,1994,29.639999999999997
Uzbekistan,1995,29.47
Uzbekistan,1996,26.95
Uzbekistan,1997,27.89
Uzbekistan,1998,27.89
Uzbekistan,1999,20.669999999999998
Uzbekistan,2000,21.009999999999998
Uzbekistan,2001,20.400000000000002
Uzbekistan,2002,20.72
Uzbekistan,2003,22.669999999999998
Uzbekistan,2004,24.019999999999996
Uzbekistan,2005,25.15
Uzbekistan,2006,26.419999999999995
Uzbekistan,2007,25.860000000000003
Uzbekistan,2008,27.0
Uzbekistan,2009,28.159999999999997
Uzbekistan,2010,29.73
Uzbekistan,2011,33.95
Uzbekistan,2012,33.57
Uzbekistan,2013,35.559999999999995
Vanuatu,1991,35.2
Vanuatu,1992,35.66
Vanuatu,1993,32.57
Vanuatu,1994,32.68
Vanuatu,1995,34.46
Vanuatu,1996,34.5
Vanuatu,1997,32.14
Vanuatu,1998,35.25
Vanuatu,1999,35.28
Vanuatu,2000,36.11
Vanuatu,2001,35.43
Vanuatu,2002,33.06
Vanuatu,2003,32.89
Vanuatu,2004,32.4
Vanuatu,2005,33.3
Vanuatu,2006,33.230000000000004
Vanuatu,2007,37.71
Vanuatu,2008,39.54
Vanuatu,2009,37.22
Vanuatu,2010,38.019999999999996
Vanuatu,2011,37.489999999999995
Vanuatu,2012,38.46
Vanuatu,2013,40.77
Venezuela (Bolivarian Republic of),1991,37.37
Venezuela (Bolivarian Republic of),1992,40.900000000000006
Venezuela (Bolivarian Republic of),1993,42.66
Venezuela (Bolivarian Republic of),1994,39.29
Venezuela (Bolivarian Republic of),1995,40.06
Venezuela (Bolivarian Republic of),1996,41.71
Venezuela (Bolivarian Republic of),1997,44.14
Venezuela (Bolivarian Republic of),1998,44.32
Venezuela (Bolivarian Republic of),1999,47.91
Venezuela (Bolivarian Republic of),2000,50.849999999999994
Venezuela (Bolivarian Republic of),2001,56.59
Venezuela (Bolivarian Republic of),2002,56.58
Venezuela (Bolivarian Republic of),2003,48.300000000000004
Venezuela (Bolivarian Republic of),2004,51.15
Venezuela (Bolivarian Republic of),2005,52.95
Venezuela (Bolivarian Republic of),2006,57.59
Venezuela (Bolivarian Republic of),2007,65.13999999999999
Venezuela (Bolivarian Republic of),2008,77.72
Venezuela (Bolivarian Republic of),2009,73.82
Venezuela (Bolivarian Republic of),2010,71.54
Venezuela (Bolivarian Republic of),2011,74.42
Venezuela (Bolivarian Republic of),2012,67.57
Venezuela (Bolivarian Republic of),2013,72.77000000000001
Viet Nam,1991,14.71
Viet Nam,1992,16.290000000000003
Viet Nam,1993,16.56
Viet Nam,1994,17.51
Viet Nam,1995,18.1
Viet Nam,1996,18.68
Viet Nam,1997,19.97
Viet Nam,1998,20.81
Viet Nam,1999,22.2
Viet Nam,2000,23.61
Viet Nam,2001,25.299999999999997
Viet Nam,2002,27.8
Viet Nam,2003,29.66
Viet Nam,2004,31.72
Viet Nam,2005,34.940000000000005
Viet Nam,2006,38.11
Viet Nam,2007,42.23
Viet Nam,2008,46.089999999999996
Viet Nam,2009,50.36
Viet Nam,2010,51.519999999999996
Viet Nam,2011,57.59
Viet Nam,2012,55.0
Viet Nam,2013,55.23
Yemen,1991,10.53
Yemen,1992,10.709999999999999
Yemen,1993,12.41
Yemen,1994,11.57
Yemen,1995,10.0
Yemen,1996,10.44
Yemen,1997,10.58
Yemen,1998,11.49
Yemen,1999,11.56
Yemen,2000,13.280000000000001
Yemen,2001,14.04
Yemen,2002,15.16
Yemen,2003,17.43
Yemen,2004,16.689999999999998
Yemen,2005,17.049999999999997
Yemen,2006,15.64
Yemen,2007,17.43
Yemen,2008,16.909999999999997
Yemen,2009,18.83
Yemen,2010,19.119999999999997
Yemen,2011,18.61
Yemen,2012,20.23
Yemen,2013,20.41
Yugoslav SFR,1991,58.88
Yugoslav SFR,1992,0.0
Yugoslav SFR,1993,0.0
Yugoslav SFR,1994,0.0
Yugoslav SFR,1995,0.0
Yugoslav SFR,1996,0.0
Yugoslav SFR,1997,0.0
Yugoslav SFR,1998,0.0
Yugoslav SFR,1999,0.0
Yugoslav SFR,2000,0.0
Yugoslav SFR,2001,0.0
Yugoslav SFR,2002,0.0
Yugoslav SFR,2003,0.0
Yugoslav SFR,2004,0.0
Yugoslav SFR,2005,0.0
Yugoslav SFR,2006,0.0
Yugoslav SFR,2007,0.0
Yugoslav SFR,2008,0.0
Yugoslav SFR,2009,0.0
Yugoslav SFR,2010,0.0
Yugoslav SFR,2011,0.0
Yugoslav SFR,2012,0.0
Yugoslav SFR,2013,0.0
Zambia,1991,14.819999999999999
Zambia,1992,14.349999999999998
Zambia,1993,14.15
Zambia,1994,13.68
Zambia,1995,12.67
Zambia,1996,12.59
Zambia,1997,13.520000000000001
Zambia,1998,13.810000000000002
Zambia,1999,14.149999999999999
Zambia,2000,13.579999999999998
Zambia,2001,13.759999999999998
Zambia,2002,13.95
Zambia,2003,13.950000000000001
Zambia,2004,13.23
Zambia,2005,13.65
Zambia,2006,12.669999999999998
Zambia,2007,12.799999999999999
Zambia,2008,12.75
Zambia,2009,13.440000000000001
Zambia,2010,14.03
Zambia,2011,13.399999999999999
Zambia,2012,13.3
Zambia,2013,13.04
Zimbabwe,1991,12.439999999999998
Zimbabwe,1992,11.78
Zimbabwe,1993,8.93
Zimbabwe,1994,9.209999999999999
Zimbabwe,1995,9.700000000000001
Zimbabwe,1996,10.16
Zimbabwe,1997,10.66
Zimbabwe,1998,10.59
Zimbabwe,1999,12.07
Zimbabwe,2000,13.37
Zimbabwe,2001,17.04
Zimbabwe,2002,15.270000000000001
Zimbabwe,2003,16.23
Zimbabwe,2004,17.5
Zimbabwe,2005,17.97
Zimbabwe,2006,18.32
Zimbabwe,2007,18.689999999999998
Zimbabwe,2008,18.93
Zimbabwe,2009,20.569999999999997
Zimbabwe,2010,20.060000000000002
Zimbabwe,2011,20.76
Zimbabwe,2012,20.41
Zimbabwe,2013,18.240000000000002
China,1991,26.53
China,1992,28.69
China,1993,30.770000000000003
China,1994,33.2
China,1995,35.47
China,1996,35.760000000000005
China,1997,38.3
China,1998,41.0
China,1999,42.49
China,2000,45.059999999999995
China,2001,44.77
China,2002,45.59
China,2003,47.559999999999995
China,2004,47.720000000000006
China,2005,49.41
China,2006,50.97
China,2007,52.38000000000001
China,2008,54.65
China,2009,56.339999999999996
China,2010,57.69
China,2011,57.74
China,2012,60.42
China,2013,61.82000000000001
